"les Escaldes",42.5072869554153,1.53413772583008,1350,0,0,0
"Andorra la Vella",42.5051514333831,1.51506185531616,1011,0,0,0
"Umm al Qaywayn",25.5652778,55.5533333,8,0,0,0
"Ra's al Khaymah",25.7911111,55.9427778,27,0,0,0
"Khawr Fakkan",25.3391667,56.3561111,5,0,0,0
"Dubai",25.2522222,55.28,9,0,0,0
"Diba",25.6166667,56.2666667,19,0,0,0
"Sharjah",25.3622222,55.3911111,18,0,0,0
"Al Fujayrah",25.1230556,56.3375,15,0,0,0
"Al `Ayn",24.1916667,55.7605556,280,0,0,0
"`Ajman",25.41110530265,55.435037612915,16,0,0,0
"Abu Dhabi",24.4666667,54.3666667,14,0,0,0
"Taloqan",36.736051108206,69.5345091819763,788,0,0,0
"Sindand",33.3,62.14,1071,0,0,0
"Sheberghan",36.6672222,65.7536111,362,0,0,0
"Shahrag",34.1083333,64.3033333,2393,0,0,0
"Sar-e Pol",36.2155556,65.9363889,629,0,0,0
"Sang-e Charak",35.8497222,66.4369444,1547,0,0,0
"Samangan",36.2652778,68.0166667,960,0,0,0
"Rostaq",37.1275,69.8305556,1323,0,0,0
"Qarqin",37.4127778,66.0472222,250,0,0,0
"Qaravol",37.2211111,68.78,327,0,0,0
"Pol-e Khomri",35.9425,68.7191667,832,0,0,0
"Paghman",34.5875,68.9533333,2276,0,0,0
"Nahrin",36.0652778,69.1338889,1156,0,0,0
"Mehtar Lam",34.6713889,70.2094444,768,0,0,0
"Mazar-e Sharif",36.7069444,67.1122222,369,0,0,0
"Nawab City",31.58,64.36,775,0,0,0
"Kushk",33.2961111,61.9527778,1126,0,0,0
"Konduz",36.72,68.86,394,0,0,0
"Khost",33.3380556,69.9202778,1178,0,0,0
"Tashqorghan",36.6952778,67.6980556,460,0,0,0
"Khash",31.5291667,62.7925,578,0,0,0
"Khanabad",36.68,69.11,490,0,0,0
"Karokh",34.4791667,62.5869444,1309,0,0,0
"Kandahar",31.61,65.7,1015,0,0,0
"Kabul",34.5166667,69.1833333,1808,0,0,0
"Jalalabad",34.42,70.45,573,0,0,0
"Jabal os Saraj",35.118333,69.237778,1575,0,0,0
"Herat",34.34,62.19,927,0,0,0
"Ghazni",33.5535554007418,68.4268856048584,2175,0,0,0
"Gereshk",31.8188889,64.5647222,844,0,0,0
"Gardez",33.59,69.22,2279,0,0,0
"Feyzabad",37.1175,70.5797222,1235,0,0,0
"Farakh",32.37,62.11,653,0,0,0
"Eslam Qal`eh",34.6666667,61.0666667,721,0,0,0
"Charikar",35.013611,69.171389,1534,0,0,0
"Baraki Barak",33.9675,68.9486111,1937,0,0,0
"Balkh",36.7586111,66.8961111,328,0,0,0
"Baghlan",36.12,68.7,565,0,0,0
"At Khvajeh",37.0841667,69.4805556,474,0,0,0
"Asmar",35.03,71.35,934,0,0,0
"Andkhvoy",36.9525,65.1236111,319,0,0,0
"Achin",34.12,70.7,997,0,0,0
"Cool urhajo",34.2654451599764,67.3451614379883,2733,0,0,0
"Saint John's",17.1166667,-61.85,1,0,0,0
"The Valley",18.2166667,-63.05,1,0,0,0
"Sarande",39.8755556,20.0052778,170,0,0,0
"Kukes",42.0769444,20.4219444,339,0,0,0
"Korce",40.6186111,20.7808333,876,0,0,0
"Gjirokaster",40.0758333,20.1388889,213,0,0,0
"Elbasan",41.1125,20.0822222,126,0,0,0
"Burrel",41.6102778,20.0088889,196,0,0,0
"Vlore",40.4666667,19.4897222,58,0,0,0
"Tirana",41.3275,19.8188889,103,0,0,0
"Shkoder",42.0682828884085,19.5125770568848,17,0,0,0
"Patos Fshat",40.6427778,19.6508333,118,0,0,0
"Lushnje",40.9419444,19.705,81,0,0,0
"Lezhe",41.7836111,19.6436111,82,0,0,0
"Lac",41.6355556,19.7130556,89,0,0,0
"Kucove",40.8002778,19.9166667,95,0,0,0
"Kruje",41.5091667,19.7927778,870,0,0,0
"Kavaje",41.1855556,19.5569444,10,0,0,0
"Fier-Cifci",40.7166667,19.5666667,7,0,0,0
"Durres",41.3230556,19.4413889,0,0,0,0
"Berat",40.7058333,19.9522222,69,0,0,0
"Kapan",39.2011111,46.415,822,0,0,0
"Goris",39.5077778,46.3386111,1363,0,0,0
"Hats'avan",39.4627778,45.9730556,1682,0,0,0
"Artashat",39.9538889,44.5505556,837,0,0,0
"Ararat",39.8302778,44.7025,813,0,0,0
"Yerevan",40.1811111,44.5136111,1002,0,0,0
"Ejmiatsin",40.1727778,44.2925,879,0,0,0
"Spitak",40.8372222,44.2675,1543,0,0,0
"Sevan",40.555,44.9536111,1905,0,0,0
"Masis",40.0672222,44.4361111,843,0,0,0
"Vanadzor",40.8127778,44.4883333,1320,0,0,0
"Gavarr",40.3588889,45.1266667,1982,0,0,0
"Hrazdan",40.5016667,44.7547222,1735,0,0,0
"Armavir",40.1522222,44.0308333,878,0,0,0
"Gyumri",40.7894444,43.8475,1545,0,0,0
"Ashtarak",40.3016667,44.3591667,1190,0,0,0
"Abovyan",40.2691667,44.6244444,1408,0,0,0
"Willemstad",12.1,-68.9166667,1,0,0,0
"Saurimo",-9.65,20.4,1041,0,0,0
"Lucapa",-8.4166667,20.75,929,0,0,0
"Luau",-10.7,22.2333333,1109,0,0,0
"Uige",-7.6166667,15.05,859,0,0,0
"Soyo",-6.1333333,12.3666667,6,0,0,0
"N'zeto",-7.2333333,12.8666667,8,0,0,0
"M'banza Congo",-6.2666667,14.25,409,0,0,0
"Malanje",-9.5447222,16.3452778,1156,0,0,0
"Luanda",-8.8383333,13.2344444,6,0,0,0
"Caxito",-8.58,13.6641667,84,0,0,0
"Cabinda",-5.55,12.2,1,0,0,0
"Sumbe",-11.2,13.8333333,0,0,0,0
"Namibe",-15.1961111,12.1522222,9,0,0,0
"Luena",-11.7833333,19.9166667,1330,0,0,0
"Lubango",-14.9166667,13.5,1719,0,0,0
"Longonjo",-12.9066667,15.2533333,1402,0,0,0
"Lobito",-12.3480556,13.5455556,14,0,0,0
"Kuito",-12.3833333,16.9333333,1631,0,0,0
"Huambo",-12.7761111,15.7391667,1723,0,0,0
"Catumbela",-12.4313889,13.5472222,31,0,0,0
"Catabola",-12.15,17.2833333,1524,0,0,0
"Camacupa",-12.0166667,17.4833333,1475,0,0,0
"Caluquembe",-13.7833333,14.6833333,1769,0,0,0
"Caala",-12.8525,15.5605556,1747,0,0,0
"Benguela",-12.5783333,13.4072222,30,0,0,0
"Zarate",-34.0922222,-59.035,27,0,0,0
"Tandil",-37.3166667,-59.15,189,0,0,0
"San Lorenzo",-28.1333333,-58.7666667,70,0,0,0
"Resistencia",-27.45,-58.9833333,48,0,0,0
"Reconquista",-29.15,-59.65,32,0,0,0
"Quilmes",-34.7202778,-58.2694444,19,0,0,0
"Puerto Iguazu",-25.5991156963377,-54.5735549926758,183,0,0,0
"Posadas",-27.3833333,-55.8833333,54,0,0,0
"Obera",-27.4833333,-55.1333333,302,0,0,0
"Necochea",-38.55,-58.75,31,0,0,0
"Mercedes",-34.6544444,-59.4344444,40,0,0,0
"Mercedes",-29.2,-58.0833333,85,0,0,0
"Mar del Plata",-38.0,-57.55,39,0,0,0
"Lujan",-34.5702778,-59.105,22,0,0,0
"La Plata",-34.9313889,-57.9488889,29,0,0,0
"Gualeguaychu",-33.0102778,-58.5141667,15,0,0,0
"Gualeguay",-33.1444444,-59.3291667,15,0,0,0
"Goya",-29.1333333,-59.2666667,23,0,0,0
"Formosa",-26.1833333,-58.1833333,55,0,0,0
"Dolores",-36.3333333,-57.6666667,9,0,0,0
"Corrientes",-27.4666667,-58.8333333,52,0,0,0
"Concordia",-31.4,-58.0333333,22,0,0,0
"Concepcion del Uruguay",-32.4833333,-58.2283333,3,0,0,0
"Colegiales",-34.5833333,-58.45,21,0,0,0
"Campana",-34.1769444,-58.9208333,3,0,0,0
"Buenos Aires",-34.5761256318848,-58.4088134765625,13,0,0,0
"Azul",-36.7833333,-59.85,137,0,0,0
"Villa Maria",-32.4166667,-63.25,187,0,0,0
"Villa Constitucion",-33.2333333,-60.3333333,50,0,0,0
"Villa Carlos Paz",-31.4,-64.5166667,686,0,0,0
"Viedma",-40.8,-63.0,12,0,0,0
"Victoria",-32.6184122411498,-60.1547813415527,36,0,0,0
"Venado Tuerto",-33.7497222,-61.9669444,109,0,0,0
"Veinticinco de Mayo",-35.4280556,-60.1741667,59,0,0,0
"Ushuaia",-54.8,-68.3,0,0,0,0
"Tres Arroyos",-38.3833333,-60.2833333,100,0,0,0
"Trelew",-43.248953896869,-65.3050518035889,10,0,0,0
"Tartagal",-22.5333333,-63.8166667,468,0,0,0
"Santiago del Estero",-27.7833333,-64.2666667,180,0,0,0
"Santa Rosa",-36.6166667,-64.2833333,176,0,0,0
"Santa Fe de la Vera Cruz",-31.6333333,-60.7,20,0,0,0
"San Salvador de Jujuy",-24.1833333,-65.3,1206,0,0,0
"San Ramon de la Nueva Oran",-23.1322304487324,-64.3259811401367,357,0,0,0
"San Rafael",-34.6,-68.3333333,691,0,0,0
"San Pedro",-24.2333333,-64.8666667,563,0,0,0
"San Nicolas de los Arroyos",-33.3302778,-60.2269444,6,0,0,0
"San Miguel de Tucuman",-26.8166667,-65.2166667,437,0,0,0
"San Martin",-33.0666667,-68.4666667,656,0,0,0
"San Luis",-33.3,-66.35,709,0,0,0
"San Juan",-31.5375,-68.5363889,650,0,0,0
"San Francisco",-31.4333333,-62.0833333,123,0,0,0
"San Fernando del Valle de Catamarca",-28.4666667,-65.7833333,520,0,0,0
"San Carlos de Bariloche",-41.15,-71.3,894,0,0,0
"Salta",-24.7833333,-65.4166667,1171,0,0,0
"Rosario",-32.9511111,-60.6663889,11,0,0,0
"Rio Tercero",-32.1833333,-64.1,365,0,0,0
"Rio Gallegos",-51.6333333,-69.2166667,13,0,0,0
"Rio Cuarto",-33.1333333,-64.35,422,0,0,0
"Rawson",-43.3,-65.1,4,0,0,0
"Rafaela",-31.2666667,-61.4833333,91,0,0,0
"Punta Alta",-38.8833333,-62.0833333,3,0,0,0
"Puerto Madryn",-42.7666667,-65.05,18,0,0,0
"Presidencia Roque Saenz Pena",-26.7833333,-60.45,87,0,0,0
"Pergamino",-33.8925,-60.5725,57,0,0,0
"Parana",-31.7333333,-60.5333333,68,0,0,0
"Olavarria",-36.9,-60.2833333,163,0,0,0
"Nueve de Julio",-35.4541667,-60.8913889,83,0,0,0
"Neuquen",-38.95,-68.0666667,255,0,0,0
"Mendoza",-32.8833333,-68.8166667,824,0,0,0
"Lincoln",-34.865,-61.5319444,78,0,0,0
"Libertador General San Martin",-23.8,-64.8,473,0,0,0
"La Rioja",-29.4333333,-66.85,465,0,0,0
"Junin",-34.585,-60.9588889,77,0,0,0
"General Roca",-39.0333333,-67.5833333,232,0,0,0
"General Pico",-35.6666667,-63.7333333,103,0,0,0
"Embalse",-32.1833333,-64.4166667,530,0,0,0
"Cutral-Co",-38.9333333,-69.2333333,612,0,0,0
"Coronel Suarez",-37.4666667,-61.9166667,228,0,0,0
"Cordoba",-31.4,-64.1833333,384,0,0,0
"Comodoro Rivadavia",-45.8666667,-67.5,18,0,0,0
"Chivilcoy",-34.9083333,-60.0305556,34,0,0,0
"Chacabuco",-34.6416667,-60.4738889,66,0,0,0
"Canada de Gomez",-32.8169444,-61.4008333,70,0,0,0
"Bell Ville",-32.6166667,-62.7,123,0,0,0
"Bahia Blanca",-38.7166667,-62.2833333,21,0,0,0
"Alta Gracia",-31.6666667,-64.4333333,516,0,0,0
